episode_num,cumulative_reward,mean_reward,cumulative_power_consumption,mean_power_consumption,cumulative_comfort_penalty,mean_comfort_penalty,cumulative_power_penalty,mean_power_penalty,comfort_violation (%),mean_comfort_violation,std_comfort_violation,cumulative_comfort_violation,length(timesteps),time_elapsed(seconds)
64,-2210.940452503883,-0.7197071785494411,41382286.54108305,13470.79640009214,-283.652250899461,-0.0923347170896683,-4138.228654108305,-1.3470796400092138,3.1575520833333335,0.0923347170896683,0.5991798753066343,283.652250899461,3072,2764800
65,-2270.0687243992706,-0.7389546628903876,35947290.142576024,11701.591843286466,-945.4084345409394,-0.3077501414521287,-3594.7290142576016,-1.1701591843286463,13.216145833333334,0.3077501414521287,1.3227096874762527,945.4084345409394,3072,2764800
66,-2212.5427709913247,-0.7202287665987385,35131195.156189665,11435.935923238823,-911.9660263636822,-0.29686394087359447,-3513.119515618967,-1.1435935923238825,13.541666666666666,0.29686394087359447,0.898752622383197,911.9660263636822,3072,2764800
67,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
68,-2274.5348032054026,-0.740408464585092,40912868.3242451,13317.990990965203,-457.7827739862944,-0.14901783007366354,-4091.286832424511,-1.3317990990965205,6.15234375,0.14901783007366354,0.6951497001851136,457.7827739862944,3072,2764800
69,-2274.5348032054026,-0.740408464585092,40912868.3242451,13317.990990965203,-457.7827739862944,-0.14901783007366354,-4091.286832424511,-1.3317990990965205,6.15234375,0.14901783007366354,0.6951497001851136,457.7827739862944,3072,2764800
70,-2194.841372333467,-0.7144665925564672,36002748.21943991,11719.644602682261,-789.4079227229429,-0.25696872484470795,-3600.274821943991,-1.1719644602682262,12.109375,0.25696872484470795,0.8059074628038418,789.4079227229429,3072,2764800
71,-2220.259273187347,-0.7227406488240061,37122555.281264454,12084.16513061994,-728.2630182482478,-0.23706478458601818,-3712.255528126446,-1.2084165130619942,10.188802083333332,0.23706478458601818,1.220214130706157,728.2630182482478,3072,2764800
72,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
73,-2175.1353743767954,-0.7080518796799464,41445263.6098755,13491.296748006347,-205.74438776604055,-0.06697408455925799,-4144.526360987551,-1.3491296748006352,2.766927083333333,0.06697408455925799,0.44384908986517513,205.74438776604055,3072,2764800
74,-2175.1353743767954,-0.7080518796799464,41445263.6098755,13491.296748006347,-205.74438776604055,-0.06697408455925799,-4144.526360987551,-1.3491296748006352,2.766927083333333,0.06697408455925799,0.44384908986517513,205.74438776604055,3072,2764800
75,-2138.3627219608634,-0.6960816152216353,37998936.51001082,12369.445478519148,-476.8317929206439,-0.15521868259135543,-3799.8936510010826,-1.236944547851915,7.454427083333333,0.15521868259135543,0.721201960889476,476.8317929206439,3072,2764800
76,-2213.2211730140552,-0.7204496005905128,38252529.73494598,12451.99535642773,-601.1893725335117,-0.1956996655382525,-3825.2529734945983,-1.245199535642773,7.975260416666667,0.1956996655382525,1.1262722484799665,601.1893725335117,3072,2764800
77,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
78,-2169.6488558307665,-0.7062659035907443,41888058.048699975,13635.435562727856,-150.4919067915353,-0.0489882509087029,-4188.805804869998,-1.3635435562727858,2.018229166666667,0.0489882509087029,0.3776204678861124,150.4919067915353,3072,2764800
79,-2169.6488558307665,-0.7062659035907443,41888058.048699975,13635.435562727856,-150.4919067915353,-0.0489882509087029,-4188.805804869998,-1.3635435562727858,2.018229166666667,0.0489882509087029,0.3776204678861124,150.4919067915353,3072,2764800
80,-2175.590336531942,-0.7081999793398248,38463161.32459356,12520.560327016132,-504.8645406045275,-0.1643439259780363,-3846.316132459356,-1.2520560327016133,7.063802083333333,0.1643439259780363,0.7227879183506221,504.8645406045275,3072,2764800
81,-2169.3773065871665,-0.7061775086546765,38315184.71925132,12472.390859131288,-507.2361412492004,-0.16511593139622407,-3831.5184719251324,-1.247239085913129,7.584635416666667,0.16511593139622407,0.8689521817252375,507.2361412492004,3072,2764800
82,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
83,-2168.6137453666192,-0.7059289535698631,42095838.59059954,13703.072457877453,-127.6436316732843,-0.041550661351980565,-4209.583859059954,-1.3703072457877454,1.85546875,0.041550661351980565,0.33175112108156896,127.6436316732843,3072,2764800
84,-2168.6137453666192,-0.7059289535698631,42095838.59059954,13703.072457877453,-127.6436316732843,-0.041550661351980565,-4209.583859059954,-1.3703072457877454,1.85546875,0.041550661351980565,0.33175112108156896,127.6436316732843,3072,2764800
85,-2158.794140497551,-0.7027324676098798,37662225.09862738,12259.838899292767,-551.3657711323631,-0.17948104529048278,-3766.2225098627387,-1.225983889929277,8.626302083333332,0.17948104529048278,0.7489078705327967,551.3657711323631,3072,2764800
86,-2144.1371571678474,-0.6979613141822419,37888030.56886206,12333.343284134784,-499.4712574494886,-0.1625882999510054,-3788.8030568862064,-1.2333343284134786,7.454427083333333,0.1625882999510054,0.6768075083639814,499.4712574494886,3072,2764800
87,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
88,-2162.6623431543517,-0.7039916481622238,42232894.63629231,13747.687056084736,-102.0352226794721,-0.03321459071597399,-4223.289463629231,-1.3747687056084736,1.6276041666666667,0.03321459071597399,0.2790788089950485,102.0352226794721,3072,2764800
89,-2162.6623431543517,-0.7039916481622238,42232894.63629231,13747.687056084736,-102.0352226794721,-0.03321459071597399,-4223.289463629231,-1.3747687056084736,1.6276041666666667,0.03321459071597399,0.2790788089950485,102.0352226794721,3072,2764800
90,-2074.0627977320164,-0.6751506503033907,38322223.362657435,12474.682084198384,-315.9032591982897,-0.10283309218694325,-3832.2223362657437,-1.2474682084198385,5.76171875,0.10283309218694325,0.4923736376838595,315.9032591982897,3072,2764800
91,-2096.033195036338,-0.6823024723425579,37199931.880965255,12109.352825835043,-472.0732019761497,-0.15366966210161123,-3719.993188096526,-1.2109352825835045,8.49609375,0.15366966210161123,0.5949309852467012,472.0732019761497,3072,2764800
92,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
93,-2152.8406535229947,-0.7007944835686831,42363003.33076373,13790.040146732985,-69.38097396961656,-0.02258495246406789,-4236.300333076372,-1.3790040146732983,1.3997395833333335,0.02258495246406789,0.19839667355613444,69.38097396961656,3072,2764800
94,-2152.8406535229947,-0.7007944835686831,42363003.33076373,13790.040146732985,-69.38097396961656,-0.02258495246406789,-4236.300333076372,-1.3790040146732983,1.3997395833333335,0.02258495246406789,0.19839667355613444,69.38097396961656,3072,2764800
95,-2101.6533214377655,-0.6841319405721893,37820873.74363687,12311.48233842346,-421.2192685118432,-0.1371156473020323,-3782.087374363687,-1.231148233842346,7.486979166666667,0.1371156473020323,0.5532688130736321,421.2192685118432,3072,2764800
96,-2104.628726010333,-0.6851004967481553,37388598.72759011,12170.767814970737,-470.39757926165544,-0.1531242119992368,-3738.859872759011,-1.217076781497074,8.0078125,0.1531242119992368,0.6110200838662337,470.39757926165544,3072,2764800
97,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
98,-2143.7871537551987,-0.6978473807796871,42155637.425357305,13722.538224400165,-72.01056497466658,-0.02344093911935761,-4215.56374253573,-1.3722538224400163,1.5299479166666665,0.02344093911935761,0.19585373660985878,72.01056497466658,3072,2764800
99,-2143.7871537551987,-0.6978473807796871,42155637.425357305,13722.538224400165,-72.01056497466658,-0.02344093911935761,-4215.56374253573,-1.3722538224400163,1.5299479166666665,0.02344093911935761,0.19585373660985878,72.01056497466658,3072,2764800
100,-2121.5351268807613,-0.6906038824481645,35471652.36986929,11546.76183915016,-695.9050167745932,-0.22653158098131287,-3547.165236986929,-1.154676183915016,11.881510416666668,0.22653158098131287,0.70755641600486,695.9050167745932,3072,2764800
101,-2153.099004867452,-0.7008785823136238,35668574.04035324,11610.863945427487,-739.3406056995805,-0.24067077008449886,-3566.8574040353233,-1.1610863945427485,11.848958333333332,0.24067077008449886,0.8018714537876072,739.3406056995805,3072,2764800
102,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
103,-2168.6228617019333,-0.7059319211269314,42203754.68553756,13738.201395031758,-116.87025485011073,-0.03804370275068709,-4220.375468553757,-1.3738201395031762,2.05078125,0.03804370275068709,0.28194857415688107,116.87025485011073,3072,2764800
104,-2168.6228617019333,-0.7059319211269314,42203754.68553756,13738.201395031758,-116.87025485011073,-0.03804370275068709,-4220.375468553757,-1.3738201395031762,2.05078125,0.03804370275068709,0.28194857415688107,116.87025485011073,3072,2764800
105,-2104.376254776612,-0.6850183121017617,36947986.2506875,12027.339274312339,-513.9538844844735,-0.16730269677228957,-3694.798625068751,-1.202733927431234,8.203125,0.16730269677228957,0.6827213117888775,513.9538844844735,3072,2764800
106,-2120.447144802155,-0.6902497216152849,36077322.926486894,11743.920223465786,-633.1619969556206,-0.20610742088399106,-3607.7322926486895,-1.1743920223465787,10.319010416666668,0.20610742088399106,0.7360557987343317,633.1619969556206,3072,2764800
107,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
108,-2128.161417038791,-0.6927608779423148,41367833.18298796,13466.09153092056,-119.53951577878587,-0.038912602792573525,-4136.783318298796,-1.346609153092056,2.571614583333333,0.038912602792573525,0.24376905710043073,119.53951577878587,3072,2764800
109,-2128.161417038791,-0.6927608779423148,41367833.18298796,13466.09153092056,-119.53951577878587,-0.038912602792573525,-4136.783318298796,-1.346609153092056,2.571614583333333,0.038912602792573525,0.24376905710043073,119.53951577878587,3072,2764800
110,-2153.6192654787865,-0.7010479379813758,34768393.46667281,11317.836414932555,-830.3991842902931,-0.2703122344694964,-3476.83934666728,-1.1317836414932552,13.541666666666666,0.2703122344694964,0.7913878001177114,830.3991842902931,3072,2764800
111,-2162.4209035382623,-0.7039130545371948,34158422.14400381,11119.278041667907,-908.9995926761433,-0.2958983049075987,-3415.8422144003807,-1.1119278041667906,14.453125,0.2958983049075987,0.8416485110597117,908.9995926761433,3072,2764800
112,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
113,-2014.0228180029358,-0.655606386068664,39874615.92716674,12980.018205457922,-40.58404328919782,-0.01321095159153575,-3987.4615927166737,-1.2980018205457922,1.0091145833333335,0.01321095159153575,0.13209485932000536,40.58404328919782,3072,2764800
114,-2014.0228180029358,-0.655606386068664,39874615.92716674,12980.018205457922,-40.58404328919782,-0.01321095159153575,-3987.4615927166737,-1.2980018205457922,1.0091145833333335,0.01321095159153575,0.13209485932000536,40.58404328919782,3072,2764800
115,-2105.7681980388693,-0.6854714186324444,35238771.54909073,11470.95428030297,-687.6592411686665,-0.22384740923459198,-3523.8771549090725,-1.147095428030297,11.881510416666668,0.22384740923459198,0.6821112051939198,687.6592411686665,3072,2764800
116,-2072.0439443371943,-0.6744934714639305,34886189.43463454,11356.181456586763,-655.4689452109337,-0.21336879726918415,-3488.6189434634543,-1.1356181456586765,10.774739583333332,0.21336879726918415,0.7100947557665906,655.4689452109337,3072,2764800
117,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
118,-2075.431991830503,-0.6755963515073252,41434415.75377755,13487.765544849462,-7.422408283251128,-0.0024161485297041433,-4143.441575377756,-1.3487765544849466,0.1953125,0.0024161485297041433,0.054886323367660125,7.422408283251128,3072,2764800
119,-2075.431991830503,-0.6755963515073252,41434415.75377755,13487.765544849462,-7.422408283251128,-0.0024161485297041433,-4143.441575377756,-1.3487765544849466,0.1953125,0.0024161485297041433,0.054886323367660125,7.422408283251128,3072,2764800
120,-2099.279671314082,-0.6833592680058861,36271762.67451678,11807.214412277599,-571.3830751764854,-0.18599709478401216,-3627.1762674516785,-1.18072144122776,9.375,0.18599709478401216,0.8024237736076223,571.3830751764854,3072,2764800
121,-2047.0510457877067,-0.6663577623006858,36629309.6305349,11923.603395356413,-431.17112852192315,-0.1403551850657302,-3662.93096305349,-1.1923603395356412,7.51953125,0.1403551850657302,0.62209615998503,431.17112852192315,3072,2764800
122,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
123,-2122.499053167957,-0.6909176605364443,42375638.083329715,13794.153021917225,-7.4342980029428265,-0.002420018881166285,-4237.563808332971,-1.3794153021917224,0.1953125,0.002420018881166285,0.05497415400745945,7.4342980029428265,3072,2764800
124,-2122.499053167957,-0.6909176605364443,42375638.083329715,13794.153021917225,-7.4342980029428265,-0.002420018881166285,-4237.563808332971,-1.3794153021917224,0.1953125,0.002420018881166285,0.05497415400745945,7.4342980029428265,3072,2764800
125,-2047.5725767099887,-0.6665275314811161,36104132.88218844,11752.647422587383,-484.73186520113336,-0.15779032070349394,-3610.4132882188437,-1.1752647422587381,8.7890625,0.15779032070349394,0.5708517062196982,484.73186520113336,3072,2764800
126,-2053.0841309802836,-0.6683216572201444,35720581.9403401,11627.793600371127,-534.1100679265569,-0.17386395440317606,-3572.0581940340103,-1.1627793600371128,9.505208333333332,0.17386395440317606,0.6301122097615656,534.1100679265569,3072,2764800
127,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
128,-2027.2130387552488,-0.6599000777198075,40470101.35426121,13173.861117923572,-7.415942084376689,-0.002414043647258037,-4047.010135426121,-1.317386111792357,0.1953125,0.002414043647258037,0.05483848443731375,7.415942084376689,3072,2764800
129,-2027.2130387552488,-0.6599000777198075,40470101.35426121,13173.861117923572,-7.415942084376689,-0.002414043647258037,-4047.010135426121,-1.317386111792357,0.1953125,0.002414043647258037,0.05483848443731375,7.415942084376689,3072,2764800
130,-2027.058561946826,-0.6598497923003991,35581116.33810514,11582.394641310268,-496.0054900831385,-0.16146012046977165,-3558.111633810514,-1.1582394641310267,9.375,0.16146012046977165,0.5597027792469257,496.0054900831385,3072,2764800
131,-2084.032568968535,-0.678396018544445,34900680.942402676,11360.898744271704,-677.9970436968022,-0.22070216266171946,-3490.068094240268,-1.1360898744271706,11.653645833333332,0.22070216266171946,0.7285900231526683,677.9970436968022,3072,2764800
132,0.0,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0,0
133,-1967.4195232557017,-0.6404360427264654,39274307.23637077,12784.605220172778,-7.408322874325419,-0.0024115634356528057,-3927.430723637078,-1.278460522017278,0.1953125,0.0024115634356528057,0.05478212669350772,7.408322874325419,3072,2764800
